ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,0,A,2,1,2,565,456,646,353,533,539,1,X
2,32,B,2,2,2,507,378,532,484,631,345,6,X
3,56,A,2,2,2,465,444,551,365,586,504,6,X
4,81,B,2,1,2,764,381,493,465,558,356,6,X
5,106,A,2,1,2,788,444,726,372,604,498,6,X
6,131,B,2,2,2,785,391,779,457,651,348,6,X
7,155,A,2,1,2,582,599,753,383,720,480,8,X
8,208,B,2,2,1,731,333,579,606,613,334,5,X
9,220,A,2,1,2,806,478,584,332,643,592,6,X
10,244,B,2,2,1,489,360,762,509,619,330,6,X
11,273,A,2,2,2,490,441,593,339,667,514,6,X
12,301,B,2,1,2,756,292,501,455,483,354,8,X
13,343,A,2,1,1,775,490,710,299,668,534,7,X
14,365,B,2,2,2,530,374,736,524,661,316,6,X
15,392,A,2,2,2,649,449,541,365,645,516,6,X
16,416,B,2,2,2,637,391,627,462,592,360,6,X
17,438,A,2,1,2,575,585,599,383,639,472,8,X
18,478,B,2,2,1,471,333,577,576,611,340,5,X
19,492,A,2,2,2,386,524,564,337,608,627,6,B
