ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,11,B,2,2,2,690,375,622,583,704,412,2,X
2,67,A,2,2,1,749,576,700,371,688,590,5,X
3,85,B,2,2,2,775,381,705,580,690,384,8,X
4,121,A,2,2,1,430,582,714,396,707,593,5,X
5,146,B,2,1,2,500,394,475,587,679,393,8,X
6,175,A,2,2,1,817,637,527,392,587,593,3,X
7,206,B,2,2,1,806,487,755,644,649,411,7,X
8,236,A,2,1,2,802,508,781,471,699,594,6,X
9,259,B,2,2,2,688,403,784,516,749,465,8,X
10,328,A,2,2,1,779,615,681,407,690,611,5,X
11,340,B,2,2,2,833,435,728,618,676,417,8,X
12,362,A,2,2,1,803,614,746,438,712,615,5,X
13,373,B,2,2,2,644,436,733,615,795,442,6,X
14,405,A,2,2,2,498,636,684,438,673,615,8,X
15,442,B,2,2,1,500,385,529,642,595,421,3,X
16,478,A,2,2,1,491,542,508,381,599,610,7,X
17,505,B,2,1,2,510,383,509,551,575,403,8,X
18,546,A,2,2,1,782,534,530,382,605,589,7,X
19,573,B,2,2,2,801,480,756,548,600,395,6,X
20,604,A,2,1,2,787,642,760,472,691,563,8,X
21,661,B,2,2,1,838,398,720,650,649,419,5,A
