ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,37,A,2,1,2,566,440,648,326,554,512,1,X
2,58,B,2,1,2,759,367,578,449,647,323,6,X
3,79,A,2,1,1,750,412,724,354,649,479,6,X
4,105,B,2,2,2,764,274,741,421,699,351,8,X
5,151,A,2,2,1,543,443,715,270,715,497,7,X
6,174,B,2,1,2,523,361,573,464,717,278,6,X
7,203,A,2,2,2,459,426,554,350,590,484,6,X
8,227,B,2,1,2,724,296,508,444,587,334,8,X
9,251,A,1,2,1,662,488,640,297,615,483,5,X
10,260,B,2,1,2,794,533,689,518,648,286,6,A
