ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,15,B,2,1,2,678,368,620,492,709,320,1,X
2,30,A,2,1,2,504,456,656,368,690,528,6,X
3,53,B,2,1,2,698,277,516,466,619,345,8,X
4,99,A,2,2,1,714,538,689,278,719,546,5,X
5,109,B,2,1,2,749,361,735,553,692,291,6,X
6,136,A,2,1,1,536,446,721,359,718,547,6,X
7,158,B,2,1,2,723,280,550,458,643,350,8,X
8,208,A,2,2,1,483,539,700,284,719,545,5,X
9,222,B,2,1,2,512,352,722,551,700,284,6,X
10,248,A,2,2,2,450,457,537,351,555,517,6,X
11,273,B,2,1,2,737,285,493,469,567,343,8,X
12,313,A,2,2,1,567,532,692,284,711,545,5,X
13,324,B,2,1,2,590,332,748,553,722,283,6,X
14,349,A,2,2,1,525,508,603,328,651,549,9,X
15,361,B,2,1,2,534,349,639,513,596,332,6,X
16,382,A,2,2,2,631,455,548,342,603,511,6,X
17,406,B,2,1,2,769,288,671,460,616,340,8,X
18,442,A,2,2,1,468,476,698,292,716,527,7,X
19,465,B,2,1,2,513,366,490,498,704,292,6,X
20,490,A,2,2,2,495,444,541,355,535,501,6,X
21,511,B,2,1,2,714,291,520,453,579,340,8,X
22,538,A,2,2,1,816,556,634,304,628,515,5,X
23,551,B,2,2,2,774,342,737,560,659,294,6,X
24,576,A,2,1,2,513,449,735,337,765,570,6,X
25,602,B,2,1,2,769,285,530,464,653,337,8,X
26,643,A,2,2,1,799,546,715,284,702,543,5,X
27,656,B,2,2,2,523,335,756,553,738,283,6,X
28,686,A,2,2,2,505,438,574,331,674,559,6,X
29,713,B,2,1,2,754,279,516,465,590,328,8,X
30,756,A,2,2,1,512,549,702,282,706,551,5,X
31,769,B,2,1,2,513,348,730,560,717,284,6,X
32,803,A,2,2,2,734,451,555,339,567,536,6,X
33,834,B,2,2,2,790,372,662,462,617,337,6,X
34,866,A,2,1,2,564,577,758,357,670,498,8,X
35,907,B,2,2,1,543,311,568,586,616,320,5,X
36,919,A,2,2,2,802,473,585,308,556,600,6,X
37,950,B,2,2,2,479,368,759,492,642,317,6,X
38,982,A,2,2,2,478,434,514,360,635,504,6,X
39,1009,B,2,1,2,759,291,507,456,560,349,8,X
40,1055,A,2,2,1,806,466,700,288,716,535,7,X
41,1084,B,2,2,2,453,372,771,479,707,296,6,X
42,1119,A,2,2,2,721,572,491,362,621,505,8,X
43,1161,B,2,2,1,745,309,678,576,597,331,5,X
44,1173,A,2,1,2,832,419,589,317,775,566,6,X
45,1205,B,2,2,1,664,342,775,417,685,314,9,B
