ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,30,A,2,1,2,550,441,650,326,550,514,1,X
2,51,B,2,1,2,654,363,578,455,649,324,6,X
3,75,A,2,2,2,540,591,641,344,625,470,8,X
4,111,B,1,2,1,533,326,593,565,608,313,5,X
5,126,A,2,2,2,791,450,555,317,584,591,6,X
6,154,B,2,2,2,530,277,759,476,638,314,8,X
7,193,A,2,2,1,465,465,555,269,659,509,7,X
8,218,B,2,1,2,775,367,495,488,589,290,6,X
9,248,A,2,1,2,866,573,732,350,660,506,8,X
10,279,B,2,2,1,480,342,786,581,655,318,7,X
11,307,A,2,2,2,432,564,521,332,695,538,8,X
12,342,B,2,1,2,507,265,485,579,577,320,3,A
