ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,34,A,2,1,2,568,466,650,344,525,537,1,X
2,52,B,2,1,2,720,286,591,471,627,340,8,X
3,82,A,2,2,1,859,560,700,290,711,529,5,X
4,95,B,2,2,2,756,354,752,559,704,286,6,X
5,122,A,2,1,2,542,439,731,344,767,562,6,X
6,147,B,2,1,2,704,285,548,459,636,341,8,X
7,181,A,2,2,1,786,540,687,288,691,531,5,X
8,193,B,2,2,2,601,340,738,549,678,281,6,X
9,219,A,2,2,2,646,451,613,334,677,529,6,X
10,242,B,2,2,2,478,287,634,463,630,334,8,X
11,276,A,2,2,1,489,530,538,286,632,513,5,X
12,287,B,2,1,2,566,354,645,527,488,288,6,X
13,315,A,2,2,2,483,445,588,353,630,532,6,X
14,339,B,2,1,2,741,282,488,462,588,338,8,X
15,381,A,2,2,1,662,519,690,281,691,536,5,X
16,398,B,2,1,2,783,354,698,518,713,292,6,X
17,424,A,2,1,2,689,437,736,356,664,511,6,X
18,446,B,2,2,2,666,392,647,448,684,347,6,X
19,470,A,2,1,2,640,422,621,378,638,472,6,X
20,493,B,2,1,2,523,279,654,438,637,372,8,X
21,559,A,2,2,1,467,543,529,275,679,530,5,X
22,572,B,2,1,2,508,371,682,541,533,283,6,X
23,597,A,2,2,2,469,450,519,363,630,546,6,X
24,624,B,2,1,2,723,286,479,466,547,347,8,X
25,668,A,2,2,1,573,525,689,286,687,537,5,X
26,684,B,2,1,2,537,355,681,525,699,287,6,X
27,712,A,2,2,2,471,400,568,350,603,520,6,B
