ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,11,A,2,1,2,570,456,648,339,535,534,1,X
2,30,B,2,2,2,530,271,565,480,614,334,8,X
3,72,A,2,2,1,515,539,552,277,649,528,5,X
4,84,B,2,1,2,739,351,669,554,501,282,6,X
5,115,A,2,1,2,476,430,686,338,651,518,6,X
6,142,B,2,1,2,591,307,530,470,606,321,9,X
7,153,A,2,1,2,493,434,579,318,547,466,6,X
8,176,B,2,1,2,751,388,519,469,558,327,6,X
9,204,A,2,1,2,563,628,692,375,639,475,8,X
10,263,B,1,2,1,486,306,581,602,582,319,5,X
11,279,A,2,2,2,482,456,558,324,593,589,6,X
12,303,B,2,1,2,729,270,502,496,572,327,8,X
13,332,A,1,2,1,783,525,673,297,660,534,5,X
14,344,B,2,2,2,547,340,725,550,678,295,6,X
15,372,A,2,2,2,501,424,603,332,651,547,6,X
16,393,B,2,1,2,699,301,499,471,590,326,9,X
17,407,A,2,1,1,595,536,580,331,550,483,8,X
18,433,B,2,2,1,554,305,631,520,589,315,5,X
19,444,A,2,2,2,603,491,574,304,660,559,6,X
20,469,B,2,1,2,637,325,595,513,597,314,4,X
21,485,A,2,1,2,469,640,579,332,624,523,8,A
