ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,9,B,2,1,2,563,288,648,490,571,327,2,X
2,45,A,2,2,1,524,498,583,284,665,532,5,X
3,62,B,2,1,2,787,353,588,507,577,290,6,X
4,87,A,2,1,2,672,432,745,343,656,511,6,X
5,108,B,2,2,2,611,387,649,443,706,337,6,X
6,132,A,2,1,2,513,432,607,365,636,475,6,X
7,159,B,2,1,2,730,290,561,442,601,352,8,X
8,209,A,2,2,1,476,543,707,292,715,545,5,X
9,224,B,2,1,2,500,356,722,553,710,284,6,X
10,255,A,2,2,2,456,442,522,343,558,508,6,X
11,282,B,2,1,2,726,279,485,457,574,338,8,X
12,336,A,2,2,1,787,525,698,281,716,539,5,X
13,351,B,2,2,2,619,335,741,538,713,285,6,X
14,372,A,2,2,2,897,645,635,328,687,529,9,B
