ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,12,A,2,1,2,625,473,647,350,519,553,1,X
2,29,B,2,2,2,634,364,546,486,629,339,6,X
3,49,A,2,2,2,733,461,658,361,619,518,6,X
4,70,B,2,2,2,582,391,734,510,634,356,6,X
5,93,A,2,2,2,481,453,607,395,698,512,6,X
6,120,B,2,1,2,776,298,519,490,619,360,9,X
7,159,A,1,2,1,870,553,723,302,682,558,5,X
8,172,B,2,2,2,804,352,744,578,747,300,6,X
9,196,A,1,2,1,544,562,735,343,797,574,9,X
10,208,B,2,1,2,597,357,762,593,707,380,4,X
11,226,A,2,2,1,486,459,681,383,510,600,6,X
12,252,B,2,1,2,723,292,478,509,562,331,8,X
13,294,A,1,2,1,826,582,680,301,706,564,3,X
14,324,B,2,2,1,767,328,800,601,650,328,5,X
15,335,A,2,1,2,671,519,631,328,842,633,6,X
16,352,B,2,1,1,807,366,763,563,651,340,6,X
17,376,A,2,1,2,819,448,762,363,686,532,6,X
18,405,B,2,2,2,797,293,773,473,693,351,8,X
19,443,A,1,2,1,385,474,739,304,719,538,7,B
