ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,9,B,2,1,2,751,279,622,493,701,325,2,X
2,38,A,2,2,1,889,604,686,296,683,527,3,X
3,92,B,2,2,1,553,329,879,614,619,316,5,X
4,104,A,2,2,2,582,467,572,321,912,605,6,X
5,133,B,2,1,2,777,290,594,482,578,323,8,X
6,167,A,2,1,1,558,474,754,293,708,538,7,X
7,188,B,2,1,2,746,357,567,494,683,309,6,X
8,212,A,2,1,2,809,447,719,352,635,506,6,X
9,239,B,2,2,2,520,285,745,456,683,342,8,X
10,272,A,2,2,1,347,606,562,284,655,514,3,B
