ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,0,A,2,1,2,719,454,625,347,728,537,1,X
2,28,B,2,2,2,538,339,692,472,624,346,9,X
3,41,A,2,2,1,622,495,598,338,672,491,4,X
4,53,B,2,1,1,744,335,671,509,585,332,4,X
5,68,A,2,1,1,785,460,587,335,671,522,6,X
6,90,B,2,2,2,698,365,761,494,658,338,6,X
7,112,A,2,1,2,589,445,665,363,683,505,6,X
8,134,B,2,1,2,778,373,593,466,620,351,6,X
9,157,A,2,1,2,812,438,719,369,659,503,6,X
10,182,B,2,2,2,816,390,783,459,690,361,6,X
11,205,A,2,1,2,801,434,753,384,728,487,6,X
12,230,B,2,2,2,825,398,773,445,672,366,6,X
13,256,A,2,1,2,767,657,763,394,729,471,8,X
14,322,B,2,2,1,741,337,754,639,612,331,5,X
15,335,A,2,2,1,781,466,601,332,726,626,6,X
16,359,B,2,2,2,709,364,733,488,626,333,6,X
17,382,A,2,1,2,510,441,668,355,679,498,6,X
18,406,B,2,1,2,519,401,537,462,608,346,6,X
19,432,A,2,2,2,938,614,538,383,557,466,8,B
