ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,22,B,2,1,2,502,369,658,514,570,330,1,X
2,42,A,2,2,1,683,522,545,373,654,514,9,X
3,59,B,2,2,2,758,344,634,537,558,349,6,X
4,78,A,2,1,2,682,490,648,358,642,549,6,X
5,101,B,2,1,2,559,313,737,513,629,354,9,X
6,126,A,2,2,1,492,465,588,318,697,541,7,X
7,151,B,2,1,2,527,291,511,513,593,332,8,X
8,188,A,2,2,1,412,560,554,304,626,556,5,X
9,203,B,2,1,2,493,361,648,567,540,292,6,X
10,233,A,2,2,2,412,603,531,360,559,538,8,X
11,275,B,1,2,1,527,323,448,617,566,334,5,X
12,288,A,2,2,2,855,554,571,325,434,622,6,X
13,313,B,2,2,2,764,308,742,577,663,331,8,X
14,343,A,1,2,1,399,573,733,317,745,564,5,A
